second,speaker,compound,pos,neu,neg,text
3639,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3640,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3641,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3642,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3643,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3644,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3645,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3646,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3647,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3648,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3649,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3650,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3651,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3652,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3653,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3654,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3655,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3656,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3657,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3658,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3659,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3660,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3661,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3662,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3663,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3664,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3665,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3666,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3667,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3668,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3669,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3670,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3671,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3672,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3673,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3674,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3675,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3676,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3677,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3678,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3679,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3680,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3681,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3682,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3683,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3684,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3685,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3686,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3687,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3688,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3689,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3690,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3691,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3692,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3693,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3694,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3695,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3696,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3697,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3698,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3699,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3700,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3701,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3702,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3703,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3704,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3705,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3706,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3707,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3708,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3709,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3710,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3711,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3712,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3713,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3714,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3715,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3716,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3717,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3718,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3719,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3720,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3721,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3722,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3723,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3724,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3725,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3726,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3727,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3728,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3729,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3730,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3731,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3732,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3733,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3734,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3735,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3736,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3737,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3738,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3739,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3740,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3741,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3742,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3743,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3744,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3745,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3746,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3747,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3748,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3749,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3750,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3751,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3752,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3753,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3754,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3755,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3756,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3757,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3758,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3759,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3760,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3761,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3762,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3763,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3764,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3765,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3766,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3767,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3768,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3769,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3770,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3771,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3772,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3773,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3774,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3775,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3776,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3777,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3778,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3779,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3780,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3781,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3782,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3783,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3784,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3785,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3786,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3787,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3788,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3789,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3790,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3791,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3792,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3793,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3794,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3795,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3796,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3797,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3798,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3799,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3800,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3801,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3802,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3803,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3804,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3805,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3806,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3807,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3808,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3809,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3810,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3811,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3812,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3813,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3814,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3815,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3816,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3817,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3818,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3819,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3820,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3821,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3822,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3823,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3824,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3825,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3826,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3827,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3828,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3829,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3830,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3831,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3832,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3833,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3834,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3835,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3836,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3837,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3838,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3839,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3840,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3841,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3842,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3843,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3844,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3845,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3846,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3847,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3848,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3849,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3850,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3851,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3852,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3853,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3854,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3855,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3856,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3857,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3858,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3859,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3860,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3861,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3862,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3863,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3864,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3865,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3866,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3867,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3868,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3869,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3870,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3871,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3872,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3873,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3874,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3875,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3876,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3877,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3878,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3879,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3880,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3881,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3882,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3883,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3884,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3885,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3886,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3887,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3888,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3889,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3890,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3891,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3892,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3893,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3894,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3895,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3896,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3897,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3898,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3899,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3900,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3901,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3902,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3903,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3904,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3905,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3906,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3907,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3908,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3909,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3910,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3911,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3912,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3913,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3914,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3915,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3916,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3917,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3918,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3919,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3920,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3921,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3922,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3923,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3924,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3925,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3926,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3927,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3928,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3929,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3930,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3931,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3932,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3933,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3934,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3935,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
